서지ID,제목,저자,출판사,출판년,청구기호,분류기호,분류항목,주제어,검색청구기호
CATTOC000000567158,Le cru et le cuit : mythologiques,"Lévi-Strauss, Claude",Plon,1964,291.13 L664c,291.13,,,291.13
CATTOC000000471056,Thinking through myths : philosophical perspectives,"Schilbrack, Kevin",Routledge,2002,291.13 T443,291.13,,,291.13
CATTOC000000514140,"신화, 신들의 역사 인간의 이미지",김현자,책세상,2004,291.13 김94ㅅ,291.13,,,291.13
CATTOC000000514030,신화의 세계/ 재판,심치열,성신여자대학교출판부,2005,291.13 신961 2005,291.13,,,291.13
CATTOC000000012258,The freedom of man in myth,"Bolle, Kees W.",Vanderbilt University Press,1968,291.13 B691f,291.13,,,291.13
CATTOC000000012264,The stakes of the warrior,"Dumzil, Georges",University of California Press,1983,291.13 D888m E,291.13,,,291.13
CATTOC000000534952,(그리스인이 들려주는) 그리스 신화,"Aliagas, Nikos",미래M＆B,2004,291.13 A398a K,291.13,,,291.13
CATTOC000000741703,Joseph campbell : an introduction,"Segal, Robert A.",Meridian Book,1997,291.13 C188S,291.13,,,291.13
CATTOC000000749465,"Mythos und Moderne : Begriff und Bild einer Rekonstruktion / 1. Aufl., Erstausg","Bohrer, Karl Heinz",Suhrkamp,1983,291.13 M9993,291.13,,,291.13
CATTOC000000744688,신들의 사랑법 : 인간의 사랑법에 지친 당신에게,이동현,오푸스,2009,291.13 이225ㅅ,291.13,,,291.13
CATTOC000000738670,The power of myth / 1st Anchor Books ed,"Campbell, Joseph",Anchor Books,1991,291.13 C188p 1991,291.13,,,291.13
CATTOC000000321067,"Moons, myths and man : a reinterpretation","Bellamy, H. S.",Faber & Faber Ltd.,1949,291.13 B435m,291.13,,,291.13
CATTOC000000430810,Mythography : the study of myths and rituals / 2nd ed,"Doty, William G.",University of Alabama Press,2000,291.13 D725m 2000,291.13,,,291.13
CATTOC000000257022,"The poetical histories, London 1671","Gautruche, Pierre",Garland Pub.,1976,291.13 G277h 1976/E,291.13,,,291.13
CATTOC000000436524,Guide mythologique de la Gre<ce et de Rome / E>dition revue et augmente>e,"Hacquard, Georges",Hachette,1990,291.13 H124g 1990,291.13,,,291.13
CATTOC000000063041,千의 얼굴을 가진 英雄,"Campbell, Joseph",平旦,1985,291.13 C188h K,291.13,,,291.13
CATTOC000000251156,Du miel aux cenders,"Lévi-Strauss, Claude",Plon,1964-1971,291.13 L664m v.2,291.13,,,291.13
CATTOC000000251157,L'origine des manie<res de table,"Lévi-Strauss, Claude",Plon,1964-1971,291.13 L664m v.3,291.13,,,291.13
CATTOC000000251172,North American,"Gray, Louis Herbert",Cooper Square,1964,291.13 G779m 1964/v.10,291.13,,,291.13
CATTOC000000335414,Creation myths / Rev. ed,"Franz, Marie-Luise von",Shambhala,1995,291.13 F837p 1995,291.13,,,291.13
CATTOC000000239124,Uses of comparative mythology : essays on the work of Joseph Campbell,"Campbell, Joseph",Garland,1992,291.13 C188u,291.13,,,291.13
CATTOC000000009646,Mythology : the voyage of the hero,"Leeming, David Adams",J.B. Lippincott,1973,291.13 L485m,291.13,,,291.13
CATTOC000000319739,신화의 세계,"Campbell, Joseph",까치,1998,291.13 C188t K,291.13,,,291.13
CATTOC000000304075,"Magic, science and religion : and other essays","Malinowski, Bronislaw",Condor,1974,291.13 M251m 1974,291.13,,,291.13
CATTOC000000003860,Mythography : the study of myths and rituals,"Doty, William G.",University of Alabama Press,1986,291.13 D725m,291.13,,,291.13
CATTOC000000012273,When the golden bough breaks : structuralism or typology?,"Munz, Peter",Routledge Kegan Paul,1973,291.13 M971w,291.13,,,291.13
CATTOC000000012275,"Sacred narrative, readings in the theory of myth","Dundes, Alan",University of California Press,1984,291.13 S123,291.13,,,291.13
CATTOC000000432129,세계의 영웅신화,신화아카데미,동방미디어,2002,291.13 세143,291.13,,,291.13
CATTOC000000243750,"Philosophy, religious studies, and myth","Segal, Robert A.",Garland,1996,291.13 P568,291.13,,,291.13
CATTOC000000243751,"Ritual and myth : Robertson Smith, Frazer, Hooke, and Harrison","Segal, Robert A.",Garland,1996,291.13 R615,291.13,,,291.13
CATTOC000000012267,"Myths, rites, symbols : a Mircea Eliade reader","Eliade, Mircea",Harper Colophon Books,1976,291.13 E42my,291.13,,,291.13
CATTOC000000012268,Essays on a science of mythology : the myth of the divine child and the mysteries of Eleusis / [Rev. ed,"Jung, C. G.",Princeton University Press,1969,291.13 J95e E,291.13,,,291.13
CATTOC000000012269,Magic and religion,"Lang, Andrew",Greenwood,1969,291.13 L269m,291.13,,,291.13
CATTOC000000318183,Le mythe et l'homme,"Caillois, Roger",Gallimard,1938,291.13 C134m,291.13,,,291.13
CATTOC000000012256,Meaning and being in myth,"Austin, Norman",Pennsylvania State University Press,1990,291.13 A937m,291.13,,,291.13
CATTOC000000012257,Letters concerning mythology,"Blackwell, Thomas",Garland Pub.,1976,291.13 B632 l 1976,291.13,,,291.13
CATTOC000000012259,The hero with a thousand faces,"Campbell, Joseph",Meridian,1956,291.13 C188h,291.13,,,291.13
CATTOC000000012263,The destiny of the warrior,"Dume>zil, Georges",University of Chicago Press,1969,291.13 D888h E,291.13,,,291.13
CATTOC000000012265,Myth in Indo-European antiquity,"Larson, Gerald James",University of California Press,1974,291.13 D888L,291.13,,,291.13
CATTOC000000207165,신화의 진실,"Huebner, Kurt",民音社,1991,291.13 H887w K,291.13,,,291.13
CATTOC000000119152,Horace et les Curiaces,"Dumzil, Georges",Arno,1978,291.13 D888ho 1978,291.13,,,291.13
CATTOC000000119155,Middle Eastern mythology,"Hooke, Samuel Henry",Penguin,1963,291.13 H782m,291.13,,,291.13
CATTOC000000119156,Science of mythology : essays on the myth of the divine child and the mysteries of Eleusis,"Jung, Carl Gustav",Ark Paperbacks,1963,291.13 J95e 1963/ E,291.13,,,291.13
CATTOC000000119157,"Manual of mythology : Greek and Roman Norse and Old German, Hindoo and Egyptian mythology","Murray, Alexander S.",Tudor,1936,291.13 M981m,291.13,,,291.13
CATTOC000000119158,Myth and mythmaking,"Murray, Henry Alexander",Beacon,1960,291.13 M982m,291.13,,,291.13
CATTOC000000680385,책 숲에서 사람의 길을 찾다: 인간 본성을 찾아가는 22편의 명작산책,최복현,휴먼드림,2008,028.1 최45ㅊ,028.1,,,028.1
CATTOC000000693382,(최재천의) 책갈피: 나는 이 책을 이렇게 읽었다,최재천,폴리테이아,2011,028.1 최72ㅊ,028.1,,,028.1
CATTOC000000673028,어느 인문주의자의 과학책 읽기,최성일,연암서가,2011,028.1 최53ㅇ,028.1,,,028.1
CATTOC000000642634,CEO 꿈꾸는 당신이 꼭 읽어야 할 경영서 49,동아일보사,동아일보사,2008,028.1 C398,028.1,,,028.1
CATTOC000000588097,(부산KBS 고전아카데미와 함께하는) 세계고전 오디세이,신영복,천년의시작,2007,028.1 세143,028.1,,,028.1
CATTOC000000850081,책+영화 365,김혜진,학교도서관저널,2018,028.1 책848,028.1,,,028.1
CATTOC000000628278,고전의 숲에서 지혜를 찾다: 일리아드에서 자본론까지 동서양의 고전 탐독기,이서규,평단문화사,2009,028.1 이53ㄱ,028.1,,,028.1
CATTOC000000635721,깐깐한 독서본능: 책 읽기 고수 '파란여우'의 종횡무진 독서기,윤미화,21세기북스,2009,028.1 윤39ㄱ,028.1,,,028.1
CATTOC000000660179,1001 books you must read before you die / Rev. and updated ed,"Boxall, Peter",Universe,2010,028.1 O 58 2010,028.1,,,028.1
CATTOC000000791965,탐독 : 10인의 예술가와 학자가 이야기하는 운명을 바꾼 책,어수웅,민음사,2016,028.1 어57ㅌ,028.1,,,028.1
CATTOC000000714848,책의 이면(裏面): 책을 읽다 사람을 읽다,설흔,역사의아침,2012,028.1 설98ㅊ,028.1,,,028.1
CATTOC000000714745,(만화) 최한기 기학,구태환,주니어김영사,2009,028.1 서675 v.40,028.1,,,028.1
CATTOC000000714699,(만화) 일연 삼국유사,한지영,주니어김영사,2007,028.1 서675 v.33,028.1,,,028.1
CATTOC000000762264,"The whole five feet : what the great books taught me about life, death, and pretty much everything else","Beha, Christopher R.",Distributed by Publishers Group West,2009,028.1 B419w,028.1,,,028.1
CATTOC000000392242,世界の名著早わかり事典,주부토생활사,主婦と生活社,1984,028.1 세14,028.1,,,028.1
CATTOC000000716788,책읽기 좋은날: 누군가 내 삶에 끼어들었으면…,이다혜,책읽는수요일,2012,028.1 이221ㅊ,028.1,,,028.1
CATTOC000000806823,배수찬의 서양 고전 읽기,배수찬,지식을만드는지식,2017,028.1 배57ㅂ,028.1,,,028.1
CATTOC000000596695,"(명문대생 39인이 말하는) 17살, 나를 바꾼 한 권의 책",구진아,김영사,2008,028.1 열691,028.1,,,028.1
CATTOC000000682852,라이브러리 & 리브로: Magazine,도서관미디어연구소,도서관미디어연구소,2009-,P 028.1 라69,028.1,,,028.1
CATTOC000000563490,고전의 향연: 플라톤에서 움베르토 에코까지 한 권으로 즐기는 유쾌한 고전 여행,이진경,한겨레,2007,028.1 고73,028.1,,,028.1
CATTOC000000528871,서양의 고전을 읽는다,곽차섭,휴머니스트,2006,028.1 서62,028.1,,,028.1
CATTOC000000506476,(우리 시대 선배가 권하는) 20대에 읽어야 할 한 권의 책,김영건,책세상,2005,028.1 이592,028.1,,,028.1
CATTOC000000598300,공격적 책읽기,김기현,SFC,2004,028.1 김19ㄱ,028.1,,,028.1
CATTOC000000585338,(방송대 학생을 위한) 권장도서 100선 서평집,한국방송통신대학교. 중앙도서관,한국방송통신대학교출판부,2008,028.1 권715,028.1,,,028.1
CATTOC000000583996,"피가 되고 살이 되는 500권, 피도 살도 안 되는 100권: 다치바나 식 21세기 지식의 커리큘럼",입화 융,청어람미디어,2008,028.1 입96ㅂ K,028.1,,,028.1
CATTOC000000578238,침대와 책: 지상에서 가장 관능적인 독서기,정혜윤,웅진지식하우스,2007,028.1 정94ㅊ,028.1,,,028.1
CATTOC000000558769,유토피아 이야기: 세상이 두려워한 위험한 생각의 역사,이인식,갤리온,2007,028.1 유835,028.1,,,028.1
CATTOC000000501227,서가에서 CEO를 만나다,김윤경,바움,2005,028.1 김67ㅅㄱ,028.1,,,028.1
CATTOC000000519967,Books that changed the world / Rev. ed,"Downs, Robert Bingham",New American Library,1983,028.1 D751b 1983,028.1,,,028.1
CATTOC000000511440,세계의 사상: 한권의 책으로 읽는 명저의 총합,사회문화연구소,사회문화연구소출판부,2002,028.1 세141,028.1,,,028.1
CATTOC000000732010,"각하, 문학을 읽으십시오","Martel, Yann",작가정신,2013,028.1 M376o K,028.1,,,028.1
CATTOC000000056013,世界文學과 讀書,"Maugham, William Somerset",새문社,1979,028.1 M449b 1979/K,028.1,,,028.1
CATTOC000000788960,"달리는 자전거는 넘어지지 않아, 앞으로 달릴 뿐이지",주상태,동산사,2016,028.1 주51ㄷ,028.1,,,028.1
CATTOC000000165848,Reader's digest of books / rev. ed,"Keller, Helen Rex",Macmillan,1929,028.1 R286 1929,028.1,,,028.1
CATTOC000000299146,POSRI 경영신서 111선,포스코경영연구소,포스코경영연구소,1997,028.1 포58p,028.1,,,028.1
CATTOC000000789142,해서열전 : 97권의 책에서 건져 올린 바다 이야기,남종영,글항아리,2016,028.1 해53,028.1,,,028.1
CATTOC000000789149,혼자가 되는 책들,최원호,북노마드,2016,028.1 최67ㅎ,028.1,,,028.1
CATTOC000000497080,(우리가 정말 알아야 할) 서양고전,김욱동,현암사,2004,028.1 김67ㅅ,028.1,,,028.1
CATTOC000000530871,정치와 리더십,권오익,대안,2006,028.1 권65ㅈ,028.1,,,028.1
CATTOC000000530870,국가와 유토피아,권오익,대안,2006,028.1 권65ㄱ,028.1,,,028.1
CATTOC000000714703,(만화) 베이컨 신논리학,홍성자,주니어김영사,2007,028.1 서675 v.18,028.1,,,028.1
CATTOC000000722558,랄랄라 책,책 읽는 청춘,산지니,2013,028.1 책69ㄹ,028.1,,,028.1
CATTOC000000717591,"박원순의 서재: 박원순, 책에서 더불어 사는 삶을 찾다",권안,푸른영토,2013,028.1 권61ㅂ,028.1,,,028.1
CATTOC000000830456,예순에 청춘에게 : 내 인생을 눈뜨게 해 준 열 권의 책,김성준,삼성,2018,028.1 김531ㅇ,028.1,,,028.1
CATTOC000000745249,세상의 붕괴에 대처하는 우리들의 자세,한국철학사상연구회,알렙,2014,028.1 한17ㅅ,028.1,,,028.1
CATTOC000000777113,어느 독서광의 더 유쾌한 책읽기 : 현대문학편,김의기,다른세상,2015,028.1 김68ㅇㄴ,028.1,,,028.1
CATTOC000000775840,최준영의 책고집 : 거리의 인문학자가 들려주는 책에 대한 책 이야기,최준영,답,2015,028.1 최77ㅊ,028.1,,,028.1
CATTOC000000777723,인생 독해 : 나의 언어로 세상을 읽다,유수연,위즈덤하우스,2015,028.1 유57ㅇ,028.1,,,028.1
CATTOC000000733729,나를 위해 공부하라,김진화,너머학교,2013,028.1 나238,028.1,,,028.1
CATTOC000000739966,Les 1001 livres : qu'il faut avoir lus dans sa vie / Nouvelle éd,"D'Ormesson, Jean",Flammarion,2013,028.1 O 58 F/2013,028.1,,,028.1
CATTOC000000679375,Homeric soundings : the shaping of the Iliad,"Taplin, Oliver",Clarendon Press,1992,883 H766iT,883,,,883
CATTOC000000675744,"Homer's trojan theater : space, vision, and memory in the Iliad","Clay, Jenny Strauss",Cambridge University Press,2011,883 H766CL,883,,,883
CATTOC000000661909,"Conjectures acade>miques, ou, Dissertation sur l'Iliade","Aubignac, Franc*ois-He>delin, abbe> d'","H. Champion; Diffusion hors France Slatkine,",2010,883 H766iAU,883,,,883
CATTOC000000845152,The measure of Homer : the ancient reception of the Iliad and the Odyssey,"Hunter, R. L",Cambridge University,2018,883 H766iHU,883,,,883
CATTOC000000670728,The making of Homeric verse : the collected papers of Milman Parry,"Parry, Milman",Clarendon Press,1971,883 H766PA,883,,,883
CATTOC000000618834,Translations of Homer,Homer,Clarendon Press,2008,883 H766 E/2008,883,,,883
CATTOC000000683402,War and the Iliad,"Weil, Simone",New York Review Books,2005,883 H766iWE E,883,,,883
CATTOC000000697695,Homer's versicolored fabric : the evocative power of ancient Greek epic word-making,"Bonifazi, Anna",Center for Hellenic Studies,2012,883 H766BO,883,,,883
CATTOC000000189044,Home<re et l'Odysse>e,"Sai＠d, Suzanne",Belin,1998,883 H776S,883,,,883
CATTOC000000545035,Homer,"Powell, Barry B.",Blackwell Pub.,2004,883 H766PO,883,,,883
CATTOC000000789301,Homer the preclassic,"Nagy, Gregory",University of California,2010,883 H766Nh,883,,,883
CATTOC000000789302,Homer the classic,"Nagy, Gregory","Center for Hellenic Studies, Trustees for Harvard University",2009,883 H766Nho,883,,,883
CATTOC000000571104,The Iliad of Homer,Homer,University of Chicago Press,1951,883 H766i 1951/E,883,,,883
CATTOC000000519544,"Babylon, Memphis, Persepolis : eastern contexts of Greek culture","Burkert, Walter",Harvard University Press,2004,883 H766BU,883,,,883
CATTOC000000544828,A commentary on Homer's Odyssey,"Heubeck, Alfred","Clarendon Press; Oxford University Press,",1988-1992,883 H766oC,883,,,883
CATTOC000000601582,Homer's the Iliad and the Odyssey : a biography,"Manguel, Alberto",Atlantic Monthly Press,2007,883 H766M,883,,,883
CATTOC000000579146,Homer lesen,"Bannert, Herbert",Friedrich Frommann,2005,883 H766BA,883,,,883
CATTOC000000559021,Homeric responses,"Nagy, Gregory",University of Texas Press,2003,883 H766N,883,,,883
CATTOC000000105278,호메로스의 일리아스,Homer,종로서적,1982,883 H766i 1956/K,883,,,883
CATTOC000000052634,"Essays on the Odyssey, selected modern criticism","Taylor, Charles H.",Indiana University Press,1963,883 H766oT,883,,,883
CATTOC000000052635,Critical essays on Homer,"Atchity, Kenneth John",G.K. Hall,1987,883 H766C,883,,,883
CATTOC000000052636,Homer and the heroic age / 1st U.S. ed,"Luce, John Victor",Harper Row,1975,883 H766L,883,,,883
CATTOC000000052637,Homer : a collection of critical essays,"Steiner, George",Prentice-Hall,1962,883 H766S,883,,,883
CATTOC000000052638,Homer,"Vivante, Paolo",Yale University Press,1985,883 H766v,883,,,883
CATTOC000000052622,The Argonautica of Apollonius : literary studies,"Hunter, R. L.",Cambridge University Press,1993,883 A644aH,883,,,883
CATTOC000000512503,The Cambridge companion to Homer,"Fowler, R. L.",Cambridge University Press,2004,883 H766CA,883,,,883
CATTOC000000554087,The Iliad as politics : the performance of political thought,"Hammer, Dean",University of Oklahoma Press,2002,883 H766iHA,883,,,883
CATTOC000000523348,Hesiod's cosmos,"Clay, Jenny Strauss",Cambridge University Press,2003,883 H584C,883,,,883
CATTOC000000523337,"Ransom, revenge, and heroic identity in the Iliad","Wilson, Donna F.",Cambridge University Press,2002,883 H766iW,883,,,883
CATTOC000000530041,"Singers, heroes, and gods in the Odyssey","Segal, Charles",Cornell University Press,1994,883 H766oS,883,,,883
CATTOC000000545946,The Iliad : a commentary,"Kirk, G. S.",Cambridge University Press,1985-1993,883 H766i 1985,883,,,883
CATTOC000000052625,Hesiod,"Lamberton, Robert",Yale University Press,1988,883 H584L,883,,,883
CATTOC000000052631,"The Odyssey : a new verse translation, backgrounds, the Odyssey in antiquity, criticism",Homer,W. W. Norton,1974,883 H766o 1974/E,883,,,883
CATTOC000000052632,The unity of the Odyssey,"Dimock, George E.",University of Massachusetts Press,1989,883 H766eD,883,,,883
CATTOC000000052633,Folktales in Homer's Odyssey,"Page, Denys Lionel",Harvard University Press,1973,883 H766oP,883,,,883
CATTOC000000052626,Selections from Homer's Iliad,"Benner, Allen Rogers",D. Appleton,1979,883 H766i 1903a/E,883,,,883
CATTOC000000483532,"The Odyssey : a verse translation, backgrounds, criticism / 2nd ed",Homer,W.W. Norton,1993,883 H766o 1993/ E,883,,,883
CATTOC000000516646,Odysseus unbound : the search for Homer's Ithaca,"Bittlestone, Robert",Cambridge University Press,2005,883 H766B,883,,,883
